obs_wl_vac(A),unc_obs_wl,ritz_wl_vac(A),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
"=""2582.738""","=""0.005""","=""2582.74348""","=""0.00015""","=""60d?""","=""""",,"=""84296.881""","=""123015.399""","=""3d6.(5D).4d""","=""e 6G""","=""11/2""","=""3d6.(3H<6>).4f""","=""2[6]*""","=""13/2""",,"=""""","=""L18349c143""",
"=""2582.996""","=""0.005""","=""2582.98731""","=""0.00015""","=""230d,bl(Co I)""","=""""",,"=""69650.481""","=""108365.344""","=""3d6.(3G).4p""","=""y 2F*""","=""5/2""","=""3d6.(3G).4d""","=""4D""","=""7/2""",,"=""""","=""L18349c142""",
"=""2583.1863""","=""0.0002""","=""2583.18635""","=""0.00020""","=""11000""","=""2.2e+07""",D+,"=""31811.814""","=""70523.694""","=""3d7""","=""b 2F""","=""5/2""","=""3d6.(3G).4p""","=""x 2G*""","=""7/2""",,"=""T6892c83""","=""L18349c139""",
"=""2583.35594""","=""0.00013""","=""2583.35596""","=""0.00011""","=""140000""","=""8.8e+07""",B+,"=""8680.4706""","=""47389.809""","=""3d6.(5D).4s""","=""a 4D""","=""3/2""","=""3d6.(5D).4p""","=""z 4P*""","=""3/2""",,"=""T7589""","=""L18349c139""",
"=""2583.5659""","=""0.0013""","=""2583.56549""","=""0.00020""","=""230""","=""""",,"=""75600.900""","=""114307.099""","=""3d6.(3D).4p""","=""w 2F*""","=""7/2""","=""3d6.(5D).6d""","=""6F""","=""5/2""",,"=""""","=""L18349c139""",
"=""2583.660""","=""0.005""","=""2583.65480""","=""0.00011""","=""170d,bl(Fe II)?*""","=""""",,"=""65109.691""","=""103814.552""","=""3d6.(3F2).4p""","=""y 2G*""","=""7/2""","=""3d6.(5D).5d""","=""4F""","=""7/2""",,"=""""","=""L18349c143""",
"=""2583.660""","=""0.005""","=""2583.66281""","=""0.00013""","=""170d,bl(Fe II)?*""","=""4.7e+06""",D+,"=""66612.659""","=""105317.400""","=""3d6.(3G).4p""","=""x 4F*""","=""3/2""","=""3d6.(3P2).4d""","=""2P""","=""3/2""",,"=""T6892c83""","=""L18349c143""",
"=""2583.8268""","=""0.0005""","=""2583.82683""","=""0.00012""","=""4000""","=""2.16e+06""",C,"=""22810.3459""","=""61512.630""","=""3d6.(3F2).4s""","=""b 4F""","=""7/2""","=""3d6.(3H).4p""","=""z 4I*""","=""9/2""",,"=""T7158""","=""L18349c139""",
"=""2584.1223""","=""0.0008""","=""2584.12244""","=""0.00012""","=""2100""","=""9.e+05""",D,"=""27314.9183""","=""66012.775""","=""3d6.(3F2).4s""","=""a 2F""","=""7/2""","=""3d6.(3G).4p""","=""x 4F*""","=""9/2""",,"=""T6892c83""","=""L18349c139""",
"=""2584.238""","=""0.005""","=""2584.24243""","=""0.00012""","=""1100bl""","=""""",,"=""50157.475""","=""88853.535""","=""3d6.(3F1).4s""","=""c 4F""","=""9/2""","=""3d6.(5D).5p""","=""6D*""","=""7/2""",,"=""""","=""L18349c143""",
"=""2584.617""","=""0.005""","=""2584.61802""","=""0.00011""","=""400d""","=""""",,"=""21711.8963""","=""60402.333""","=""3d6.(3H).4s""","=""a 4H""","=""7/2""","=""3d6.(3P2).4p""","=""y 4P*""","=""5/2""",,"=""""","=""L18349c142""",
"=""2584.937""","=""0.005""","=""2584.93863""","=""0.00011""","=""230d?""","=""2.4e+06""",D+,"=""60887.606""","=""99573.244""","=""3d6.(3H).4p""","=""z 4H*""","=""11/2""","=""3d6.(3F2).5s""","=""f 4F""","=""9/2""",,"=""T6892c83""","=""L18349c143""",
"=""2584.9894""","=""0.0007""","=""2584.98874""","=""0.00011""","=""1100""","=""7.e+05""",D,"=""65696.053""","=""104380.941""","=""3d6.(3G).4p""","=""x 4G*""","=""9/2""","=""3d6.(5D).5d""","=""6F""","=""7/2""",,"=""T6892c83""","=""L18349c148""",
"=""2585.0794""","=""0.0009""","=""2585.08163""","=""0.00012""","=""2200""","=""""",,"=""66522.310""","=""105205.808""","=""3d6.(3G).4p""","=""x 4F*""","=""5/2""","=""3d6.(5D).5d""","=""6G""","=""5/2""",,"=""""","=""L18349c139""",
